100011,20250011,个人消费贷,2025/9/4,2025/9/4 14:50,SYS202509041450011,410111198403111244,15100138011,长沙科技公司,湖南省长沙市天心区,湖南省,长沙市,芙蓉中路200号,湖南省长沙市岳麓区,湖南省,长沙市,麓山南路100号,15000139011,120,青海省西宁市城中区,青海省,西宁市,城中区南大街80号,0,空号,6,长沙,高中,DEV011,湖南省长沙市天心区,1,91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86.4,380000,220000,83.7,125000,670000,54000,78.2,190000,170000,490000,330000,145000,8,7,96,2,1,8,12,9,8,8,9,14,11,9,15,0.79,40,15,0.82,168,32,90,54,52,2.6,52,40,30,32,38,36,48,42,28,30,12,13,14,36,75,80,34,62,68,64,66,62,15,26,13,12,14,15,16,17,19,20,21,32,38,40,44,48,35000,0.75,0.12,19000,87000,31000,41,女,1,1
100012,20250012,个人房贷,2025/9/5,2025/9/5 11:35,SYS202509051135012,420112199105121245,14900138012,武汉制造公司,湖北省武汉市武昌区,湖北省,武汉市,中南路150号,湖北省武汉市江岸区,湖北省,武汉市,解放大道200号,14800139012,85,宁夏银川市兴庆区,宁夏,银川市,兴庆区文化街100号,1,正常,42,武汉,中专,DEV012,湖北省武汉市武昌区,0,30,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88.9,450000,270000,85.9,155000,730000,60000,82.1,240000,220000,580000,420000,170000,11,10,108,3,3,5,13,10,9,9,10,15,12,10,16,0.86,42,16,0.88,180,35,95,56,54,2.7,54,42,32,34,40,38,50,44,30,32,13,14,15,38,80,85,36,66,72,68,70,66,16,28,14,13,15,16,17,18,20,21,22,34,40,42,46,50,42000,0.85,0.08,24000,98000,36000,45,男,0,0
100013,20250013,个人经营贷,2025/9/6,2025/9/6 16:20,SYS202509061620013,430113198606131246,14700138013,合肥贸易公司,安徽省合肥市蜀山区,安徽省,合肥市,长江西路200号,安徽省合肥市包河区,安徽省,合肥市,芜湖路100号,14600139013,200,新疆乌鲁木齐市天山区,新疆,乌鲁木齐市,天山区中山路150号,1,正常,54,合肥,本科,DEV013,安徽省合肥市蜀山区,0,20,1,10500,0.1,1050,50000,32,44,合肥贸易公司,1,0.1,1050,1,0.1,0.1,2,30,42,132,0,0,2100,1,680,合肥,1,0,93.5,560000,290000,89.8,175000,780000,65000,84.7,260000,240000,620000,450000,185000,12,11,120,1,2,9,14,11,10,10,11,16,13,11,17,0.92,45,18,0.94,192,38,100,58,56,2.8,56,44,34,36,42,40,52,46,32,34,14,15,16,40,85,90,38,70,76,72,74,70,17,30,15,14,16,17,18,19,21,22,23,36,42,44,48,52,45000,0.9,0.05,26000,105000,38000,43,女,1,1
100014,20250014,个人消费贷,2025/9/7,2025/9/7 9:55,SYS202509070955014,440114199207141247,14500138014,福州贸易公司,福建省福州市鼓楼区,福建省,福州市,五四路150号,福建省福州市台江区,福建省,福州市,台江路100号,14400139014,95,西藏拉萨市城关区,西藏,拉萨市,城关区北京中路80号,1,停机,15,福州,大专,DEV014,福建省福州市鼓楼区,0,20,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85.7,390000,250000,82.4,145000,710000,58000,80.3,220000,200000,540000,380000,165000,10,9,132,2,1,10,15,12,11,11,12,17,14,12,18,0.83,48,20,0.85,204,40,105,60,58,2.9,58,46,36,38,44,42,54,48,34,36,15,16,17,42,90,95,40,74,80,76,78,74,18,32,16,15,17,18,19,20,22,23,24,38,44,46,50,54,38000,0.78,0.11,22000,92000,34000,37,男,0,0
100015,20250015,个人房贷,2025/9/8,2025/9/8 13:40,SYS202509081340015,450115198809151248,14300138015,厦门科技公司,福建省厦门市思明区,福建省,厦门市,湖滨南路200号,福建省厦门市湖里区,福建省,厦门市,仙岳路100号,14200139015,110,内蒙古呼和浩特市新城区,内蒙古,呼和浩特市,新城区中山东路150号,1,正常,36,厦门,高中,DEV015,福建省厦门市思明区,0,40,1,12500,0.08,1000,55000,34,46,厦门科技公司,1,0.08,1000,2,0.08,0.08,3,42,54,144,0,0,2000,3,750,厦门,0,1,90.1,470000,300000,88.6,165000,760000,63000,86.5,250000,230000,590000,430000,175000,11,10,144,3,3,6,16,13,12,12,13,18,15,13,19,0.87,50,22,0.89,216,42,110,62,60,3,60,48,38,40,46,44,56,50,36,38,16,17,18,44,95,100,42,78,84,80,82,78,19,34,17,16,18,19,20,21,23,24,25,40,46,48,52,56,43000,0.82,0.09,25000,100000,37000,48,女,1,0
100016,20250016,个人经营贷,2025/9/9,2025/9/9 10:25,SYS202509091025016,460116199310161249,14100138016,济南贸易公司,山东省济南市市中区,山东省,济南市,经七路150号,山东省济南市历城区,山东省,济南市,花园路100号,14000139016,65,广西南宁市青秀区,广西,南宁市,青秀区民族大道200号,1,正常,48,济南,本科,DEV016,山东省济南市市中区,0,91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92.3,600000,320000,91.2,195000,820000,70000,88.9,280000,260000,650000,480000,195000,13,12,156,1,2,11,17,14,13,13,14,19,16,14,20,0.95,52,24,0.96,228,45,115,64,62,3.1,62,50,40,42,48,46,58,52,38,40,17,18,19,46,100,105,44,82,88,84,86,82,20,36,18,17,19,20,21,22,24,25,26,42,48,50,54,58,48000,0.92,0.04,28000,110000,40000,40,男,0,1
100017,20250017,个人消费贷,2025/9/10,2025/9/10 15:10,SYS202509101510017,470117198112171250,13900138017,青岛制造公司,山东省青岛市市南区,山东省,青岛市,香港中路200号,山东省青岛市市北区,山东省,青岛市,山东路100号,13800139017,140,海南省海口市龙华区,海南,海口市,龙华区海秀路150号,0,空号,9,青岛,中专,DEV017,山东省青岛市市南区,1,20,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87.8,430000,310000,86.3,185000,790000,68000,84.2,270000,250000,610000,440000,185000,12,11,168,2,1,12,18,15,14,14,15,20,17,15,21,0.88,55,26,0.9,240,48,120,66,64,3.2,64,52,42,44,50,48,60,54,40,42,18,19,20,48,105,110,46,86,92,88,90,86,21,38,19,18,20,21,22,23,25,26,27,44,50,52,56,60,42000,0.8,0.1,26000,105000,39000,46,女,1,0
100018,20250018,个人房贷,2025/9/11,2025/9/11 11:55,SYS202509111155018,480118199411181251,13700138018,南昌贸易公司,江西省南昌市东湖区,江西省,南昌市,阳明路150号,江西省南昌市西湖区,江西省,南昌市,站前路100号,13600139018,80,吉林省长春市朝阳区,吉林,长春市,朝阳区人民大街200号,1,正常,60,南昌,大专,DEV018,江西省南昌市东湖区,0,30,1,11500,0.11,1265,48000,30,42,南昌贸易公司,1,0.11,1265,1,0.11,0.11,2,48,60,156,0,0,2530,2,700,南昌,0,0,89.4,490000,330000,87.5,195000,810000,69000,86.1,290000,270000,630000,460000,195000,13,12,180,3,3,7,19,16,15,15,16,21,18,16,22,0.91,58,28,0.93,252,50,125,68,66,3.3,66,54,44,46,52,50,62,56,42,44,19,20,21,50,110,115,48,90,96,92,94,90,22,40,20,19,21,22,23,24,26,27,28,46,52,54,58,62,46000,0.88,0.06,29000,115000,42000,49,男,0,0
100019,20250019,个人经营贷,2025/9/12,2025/9/12 14:30,SYS202509121430019,490119198513191252,13500138019,太原贸易公司,山西省太原市迎泽区,山西省,太原市,迎泽大街200号,山西省太原市杏花岭区,山西省,太原市,府东街100号,13400139019,125,黑龙江省哈尔滨市道里区,黑龙江,哈尔滨市,道里区中央大街150号,1,正常,66,太原,高中,DEV019,山西省太原市迎泽区,0,20,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,93.7,620000,340000,92.8,215000,850000,72000,90.5,310000,290000,670000,500000,205000,14,13,192,1,2,13,20,17,16,16,17,22,19,17,23,0.97,60,30,0.98,264,52,130,70,68,3.4,68,56,46,48,54,52,64,58,44,46,20,21,22,52,115,120,50,94,100,96,98,94,23,42,21,20,22,23,24,25,27,28,29,48,54,56,60,64,50000,0.95,0.03,31000,120000,44000,41,女,1,1
100020,20250020,个人消费贷,2025/9/13,2025/9/13 9:15,SYS202509130915020,500120199616201253,13300138020,呼和浩特贸易公司,内蒙古呼和浩特市回民区,内蒙古,呼和浩特市,通道街100号,内蒙古呼和浩特市玉泉区,内蒙古,呼和浩特市,昭君路80号,13200139020,55,辽宁省沈阳市和平区,辽宁,沈阳市,和平区太原街150号,1,停机,21,呼和浩特,本科,DEV020,内蒙古呼和浩特市回民区,0,40,1,10000,0.12,1200,45000,26,38,呼和浩特贸易公司,1,0.12,1200,2,0.12,0.12,3,54,66,168,0,0,2400,1,650,呼和浩特,0,1,86.9,440000,350000,85.4,205000,830000,71000,88.3,300000,280000,650000,480000,215000,14,13,204,2,1,14,21,18,17,17,18,23,20,18,24,0.85,62,32,0.87,276,55,135,72,70,3.5,70,58,48,50,56,54,66,60,46,48,21,22,23,54,120,125,52,98,104,100,102,98,24,44,22,21,23,24,25,26,28,29,30,50,56,58,62,66,44000,0.78,0.12,27000,110000,41000,44,男,0,0
100021,20250021,个人房贷,2025/9/14,2025/9/14 12:50,SYS202509141250021,510121198717211254,13100138021,沈阳制造公司,辽宁省沈阳市沈河区,辽宁省,沈阳市,市府大路200号,辽宁省沈阳市大东区,辽宁省,沈阳市,东顺城街100号,13000139021,170,安徽省合肥市瑶海区,安徽省,合肥市,瑶海区长江东路150号,1,正常,78,沈阳,中专,DEV021,辽宁省沈阳市沈河区,0,20,1,13000,0.09,1170,60000,38,50,沈阳制造公司,1,0.09,1170,1,0.09,0.09,1,60,72,180,0,0,2340,3,800,沈阳,1,0,94.2,580000,360000,93.1,225000,870000,74000,92.4,320000,300000,690000,520000,225000,15,14,216,3,3,8,22,19,18,18,19,24,21,19,25,0.93,65,34,0.95,288,58,140,74,72,3.6,72,60,50,52,58,56,68,62,48,50,22,23,24,56,125,130,54,102,108,104,106,102,25,46,23,22,24,25,26,27,29,30,31,52,58,60,64,68,52000,0.9,0.05,32000,125000,46000,50,女,1,1
100022,20250022,个人经营贷,2025/9/15,2025/9/15 10:35,SYS202509151035022,520122199818221255,12900138022,长春贸易公司,吉林省长春市南关区,吉林省,长春市,人民大街150号,吉林省长春市宽城区,吉林省,长春市,凯旋路100号,12800139022,40,福建省福州市仓山区,福建省,福州市,仓山区上三路80号,1,正常,33,长春,大专,DEV022,吉林省长春市南关区,0,91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91.5,540000,380000,90.3,235000,890000,76000,94.7,330000,310000,710000,540000,235000,16,15,228,1,2,15,23,20,19,19,20,25,22,20,26,0.99,68,36,1,300,60,145,76,74,3.7,74,62,52,54,60,58,70,64,50,52,23,24,25,58,130,135,56,106,112,108,110,106,26,48,24,23,25,26,27,28,30,31,32,54,60,62,66,70,54000,0.92,0.04,34000,130000,48000,42,男,0,0
100023,20250023,个人消费贷,2025/9/16,2025/9/16 14:15,SYS202509161415023,530123198919231256,12700138023,哈尔滨贸易公司,黑龙江省哈尔滨市南岗区,黑龙江省,哈尔滨市,西大直街200号,黑龙江省哈尔滨市香坊区,黑龙江省,哈尔滨市,公滨路100号,12600139023,155,江西省南昌市青山湖区,江西省,南昌市,青山湖区南京东路150号,0,空号,12,哈尔滨,高中,DEV023,黑龙江省哈尔滨市南岗区,1,20,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88.2,460000,390000,87.6,245000,910000,78000,96.8,340000,320000,730000,560000,245000,17,16,240,2,1,16,24,21,20,20,21,26,23,21,27,0.86,70,38,0.88,312,62,150,78,76,3.8,76,64,54,56,62,60,72,66,52,54,24,25,26,60,135,140,58,110,116,112,114,110,27,50,25,24,26,27,28,29,31,32,33,56,62,64,68,72,48000,0.82,0.09,29000,120000,45000,47,女,1,0
100024,20250024,个人房贷,2025/9/17,2025/9/17 11:00,SYS202509171100024,540124199020241257,12500138024,南京科技公司,江苏省南京市玄武区,江苏省,南京市,北京东路200号,江苏省南京市秦淮区,江苏省,南京市,夫子庙街100号,12400139024,75,山东省济南市槐荫区,山东省,济南市,槐荫区经十路150号,1,正常,51,南京,本科,DEV024,江苏省南京市玄武区,0,30,1,12000,0.1,1200,52000,32,44,南京科技公司,1,0.1,1200,2,0.1,0.1,3,66,78,192,0,0,2400,2,720,南京,0,0,95.8,600000,400000,94.5,255000,930000,79000,98.9,350000,330000,750000,580000,255000,18,17,252,3,3,9,25,22,21,21,22,27,24,22,28,0.94,72,40,0.96,324,65,155,80,78,3.9,78,66,56,58,64,62,74,68,54,56,25,26,27,62,140,145,60,114,120,116,118,114,28,52,26,25,27,28,29,30,32,33,34,58,64,66,70,74,56000,0.88,0.06,35000,135000,50000,51,男,0,1
100025,20250025,个人经营贷,2025/9/18,2025/9/18 15:45,SYS202509181545025,550125198121251258,12300138025,杭州制造公司,浙江省杭州市江干区,浙江省,杭州市,钱江路200号,浙江省杭州市拱墅区,浙江省,杭州市,湖墅南路100号,12200139025,135,河南省郑州市中原区,河南省,郑州市,中原区中原西路150号,1,正常,63,杭州,中专,DEV025,浙江省杭州市江干区,0,20,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,97.3,640000,410000,96.2,265000,950000,81000,101.2,360000,340000,770000,600000,265000,19,18,264,1,2,17,26,23,22,22,23,28,25,23,29,1.02,75,42,1.03,336,68,160,82,80,4,80,68,58,60,66,64,76,70,56,58,26,27,28,64,145,150,62,118,124,120,122,118,29,54,27,26,28,29,30,31,33,34,35,60,66,68,72,76,58000,0.95,0.03,37000,140000,52000,43,女,1,0
100026,20250026,个人消费贷,2025/9/19,2025/9/19 9:30,SYS202509190930026,560126199222261259,12100138026,合肥科技公司,安徽省合肥市庐阳区,安徽省,合肥市,长江中路200号,安徽省合肥市瑶海区,安徽省,合肥市,明光路100号,12000139026,50,湖北省武汉市硚口区,湖北省,武汉市,硚口区解放大道150号,1,停机,27,合肥,大专,DEV026,安徽省合肥市庐阳区,0,40,1,11000,0.11,1210,49000,28,40,合肥科技公司,1,0.11,1210,1,0.11,0.11,2,72,84,204,0,0,2420,1,680,合肥,0,1,90.6,500000,420000,89.7,275000,970000,83000,103.5,370000,350000,790000,620000,275000,20,19,276,2,1,18,27,24,23,23,24,29,26,24,30,0.89,78,44,0.91,348,70,165,84,82,4.1,82,70,60,62,68,66,78,72,58,60,27,28,29,66,150,155,64,122,128,124,126,122,30,56,28,27,29,30,31,32,34,35,36,62,68,70,74,78,50000,0.78,0.12,31000,130000,48000,46,男,0,0
100027,20250027,个人房贷,2025/9/20,2025/9/20 12:25,SYS202509201225027,570127198323271260,11900138027,福州制造公司,福建省福州市晋安区,福建省,福州市,福新中路200号,福建省福州市马尾区,福建省,福州市,君竹路100号,11800139027,190,湖南省长沙市雨花区,湖南省,长沙市,雨花区韶山北路150号,1,正常,69,福州,高中,DEV027,福建省福州市晋安区,0,20,1,13500,0.08,1080,63000,40,52,福州制造公司,1,0.08,1080,2,0.08,0.08,3,78,90,216,0,0,2160,3,850,福州,1,0,96.9,620000,430000,95.8,285000,990000,85000,105.8,380000,360000,810000,640000,285000,21,20,288,3,3,10,28,25,24,24,25,30,27,25,31,0.97,80,46,0.99,360,72,170,86,84,4.2,84,72,62,64,70,68,80,74,60,62,28,29,30,68,155,160,66,126,132,128,130,126,31,58,29,28,30,31,32,33,35,36,37,64,70,72,76,80,60000,0.92,0.04,39000,145000,54000,52,女,1,1
100028,20250028,个人经营贷,2025/9/21,2025/9/21 10:10,SYS202509211010028,580128199424281261,11700138028,厦门贸易公司,福建省厦门市海沧区,福建省,厦门市,海沧大道200号,福建省厦门市集美区,福建省,厦门市,集美大道100号,11600139028,60,广东省广州市白云区,广东省,广州市,白云区机场路150号,1,正常,45,厦门,本科,DEV028,福建省厦门市海沧区,0,91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,99.1,660000,440000,97.9,295000,1010000,87000,108.1,390000,370000,830000,660000,295000,22,21,300,1,2,19,29,26,25,25,26,31,28,26,32,1.05,82,48,1.06,372,75,175,88,86,4.3,86,74,64,66,72,70,82,76,62,64,29,30,31,70,160,165,68,130,136,132,134,130,32,60,30,29,31,32,33,34,36,37,38,66,72,74,78,82,62000,0.98,0.02,41000,150000,56000,44,男,0,0
